SEYMOUR RIVER,,,,,,Steelhead Stamp not required unless fishing for steelhead
SEYMOUR RIVER,,,,,Apr 1 to Mar 31,Coho 2 per day
SHAWNIGA CREEK,,,,,Apr 1 to Mar 31,No Fishing for Salmon
SHAWNIGAN LAKE,,,TRUE,,,Smallmouth bass daily quota = 4; Speed restrictions on parts (8 and 65 km/h)
SALMON RIVER ,,TRUE,,,,No Fishing upstream of Kay Creek
SALMON RIVER ,,,,,,No powered boats upstream of confluence with White River; speed restriction (10 km/h) from estuary to confluence with White River
SOMASS RIVER,,,TRUE,,,"No Fishing between the tidal boundary at Papermill Dam to boundary signs approximately 1.0 km upstream (Falls Road Gravel Pit and the southern most end of Collins Farm/Arrow Vale Campground on Hector Road), Aug 25-Nov 15"
SOMASS RIVER,,,,,June 1-Aug 24,Bait ban
SOMASS RIVER,,,,,,Engine power restriction 7.5 kW (10 hp)
SOMASS RIVER,,,,,Aug 25 to Dec 31,"Chinook 2 per day, 1 of which may be more than 77cm in length, except in the areas with restrictions"
SOMASS RIVER,,,,,Aug 25 to Dec 31,Coho 2 per day except in the areas with restrictions
SOMASS RIVER,,,,,Aug 25 to Nov 15,Finfish closure from the tidal boundary at the Papermill Dam to white triangular fishing boundary signs approximately 0.5 km upstream (Falls Road Gravel Pit and the southernmost end of Collins Farm/Arrow Vale Campground-Hector Road).
SOMASS RIVER,,,,,July 1-July 23,Sockeye 1 per day between 5:00 am to 10:00 pm only at that portion of the Somass River located approximately 200 meters above and 150 metres below the island near the boat launch at Somass Park near Service Road.
SOOKE RIVER,,TRUE,,,Sept 1-Nov 30,Fly fishing only downstream of Sooke River Falls
SOOKE RIVER,,,,,July 15-Aug 31,No Fishing
SOOKE RIVER,,,,,,No Fishing from the base of the lower “potholes” falls to signs approximately 100 m downstream
SPIDER LAKE,,,TRUE,,,Smallmouth bass daily quota = 4;  no powered boats
SPROAT LAKE,,,,,,"Cutthroat trout release, no wild rainbow trout over 50 cm; single barbless hook"
SPROAT RIVER,,,,,May 1-Oct 31,Bait ban
SPROAT RIVER,,,,,Apr 1-Mar 31,No retention of salmon
SPROAT RIVER,,,,,Jun 15-Nov 15,Finfish closure from Sproat River from Sproat Lake to fishing boundary signs approx. 300m downstream of Hwy 4
STAMP RIVER,,,TRUE,,June 15-Nov 15,No Fishing between fishing boundary signs 200 m upstream of and 500 m downstream of Stamp Falls
STAMP RIVER,,,,,Jan 1-Apr 30,No Fishing from the confluence with Ash River upstream to the Great Central Lake dam
STAMP RIVER,,,,,,Bait ban all year upstream of signs at “Girl Guide Falls” (approximately 250 m upstream of the mouth of Beaver Creek)
STAMP RIVER,,,,,June 1-Aug 24,Bait ban downstream of signs at “Girl Guide Falls” (approximately 250 m upstream of the mouth of Beaver Creek)
STAMP RIVER,,,,,,"Engine power restriction 7.5 kW (10 hp), on parts"
STAMP RIVER,,,,,Aug 25-Dec 31,"Chinook 2 per day, 1 of which may be more than 77 cm. in length, except in areas with restrictions"
STAMP RIVER,,,,,Aug 25-Dec 31,Coho 2 per day
STAMP RIVER,,,,,,
STAMP RIVER,,,,,,
STAMP RIVER,,,,,,
STEWART LAKE,,,,,,"No trout over 50 cm; bait ban, single barbless hook; electric motors only"
STOCKING LAKE,,,,,,No powered boats
“STOWELL LAKE” (Lake Stowell),,,TRUE,,,Electric motors only
STRAMBERG LAKE,,,,,,"Trout release; bait ban, single barbless hook; electric motors only"
STRATHCONA PARK WATERS,,,,,,"No powered boats on any water within Strathcona Park except Gold, Upper Campbell and Buttle lakes"
TADJISS LAKE,,,TRUE,,,"Trout daily quota = 1; artificial fly only, bait ban, single barbless hook"
TAYLOR RIVER,,,,,,Fly fishing only
THELWOOD CREEK,,,,,,No Fishing
THETIS LAKE,,,TRUE,,,Electric motors only
TLELL RIVER,,TRUE,,,,Cutthroat trout release
TLELL RIVER,,,,,Sept 1-Apr 30,Class II water
TLELL RIVER,,,,,Dec 1-Apr 30,Steelhead Stamp mandatory
TLELL RIVER,,,,,,Tidal waters regulations apply to waters downstream of tidal boundary sign located 1.5 km upstream of Hwy 16 Bridge
SPROAT RIVER,,,,,June 15-Nov 15,No Fishing from Sproat Lake to fishing boundary signs approximately 300 m downstream of Hwy 4
SPROAT RIVER,,,,,May 1-Oct 31,Bait ban
TLOWILS LAKE,,,,,,Electric motors only
TLOOLS LAKE,,,,,,No Fishing
TOQUART LAKE,,,,,,"No trout over 50 cm; bait ban, single barbless hook"
TOQUART RIVER,,TRUE,,,,Fly fishing only upstream of the Toquart mainline logging bridge when open
TOQUART RIVER,,,,,Nov 1-May 31,"No Fishing upstream of the boundary sign located near the falls approximately 800 m downstream of Toquart Lake (including the Upper Toquart River). Note:  this includes the
river upstream of the lake"
TOY LAKE,,,,,,"Trout daily quota = 2; bait ban, single barbless hook"
TRENT RIVER,,TRUE,,,Dec 1-May 31,No Fishing
TRENT RIVER,,,,,July 15-Aug 31,No Fishing
TSABLE RIVER,,TRUE,,,Dec 1-May 31,No Fishing
TSABLE RIVER,,,,,July 15-Aug 31,No Fishing
TSABLE LAKE,,,,,,"Trout release; bait ban, single barbless hook"
TSITIKA RIVER,,,,,,"No Fishing upstream of Catherine Creek, Nov 1-Apr 30, fly fishing only downstream of Catherine Creek"
TSOLUM RIVER,,TRUE,,,,No Fishing
UNNAMED LAKE “A” - MAP,,,,,,"Trout release; bait ban, single barbless hook"
UNNAMED LAKE “B” - MAP A,,,,,,"Trout release; bait ban, single barbless hook"
UNNAMED LAKE “C” - MAP,,,,,,"Trout daily quota = 2; bait ban, single barbless hook"
UNNAMED LAKE “D” - MAP B ,,,,,,"Trout daily quota = 2; bait ban, single barbless hook"
UNNAMED LAKE “E” - MAP,,,,,,"Trout release; bait ban, single barbless hook"
UNNAMED LAKE “F” - MAP B,,,,,,"Trout daily quota = 2; bait ban, single barbless hook"
UNNAMED LAKE “G” - MAP,,,,,,"Trout daily quota = 2; bait ban, single barbless hook"
UNNAMED LAKE “H” - MAP B,,,,,,"Trout release; bait ban, single barbless hook"
UNNAMED LAKE “I” - MAP B,,,,,,"Trout daily quota = 2; bait ban, single barbless hook"
VILLAGE BAY LAKE,,,,,Nov 1-Apr 30,Bait ban and single barbless hook
VILLAGE BAY LAKE,,,,,,Engine power restriction - 7.5 kW (10 hp)
WAHPEETO CREEK,,,,,,No Fishing within 100 m downstream of the falls situated approximately 4.5 km upstream of Wakeman River
WAKEMAN RIVER,,TRUE,,,Apr 1-Oct 31,Class II water
WAKEMAN RIVER,,,,,Apr 1-June 30,Steelhead Stamp mandatory
Washlawlis River	,,,,,Apr 1-Mar 31,Coho 1 per day
Waukwaas River,,,,,Apr 1-Mar 31,Coho 1 per day
“WESTON LAKE”,,,,,,See Lake Weston
WESTWOOD LAKE,,,TRUE,TRUE,,Smallmouth bass daily quota = 4. wheelchair accessible fishing platform is located in Westwood Lake Park
WHITE RIVER,,TRUE,,,,No Fishing between fishing boundary signs at the salmon viewing pool
WHITE RIVER,,,,,Nov 1-Apr 30,No Fishing upstream of the Sayward Road Bridge crossing
WILLEMAR LAKE,,,,,,"No trout over 50 cm; bait ban, single barbless hook"
WOWO LAKE,,,TRUE,,,"Trout daily quota = 2; artificial fly only, bait ban, single barbless hook"
WOWO LAKE,,,,,,Electric motors only
YAKOUN RIVER,TRUE,TRUE,,,Oct 1-Apr 30,No Fishing from Yakoun Lake downstream approximately 13 km to posted fishing boundary signs
YAKOUN RIVER,,,,,,No powered boats
YAKOUN RIVER,,,,,,Cutthroat trout release
YAKOUN RIVER,,,,,Sept 1-Apr 30,Class II water
YAKOUN RIVER,,,,,Dec 1-Apr 30,Steelhead Stamp mandatory
ZEBALLOS LAKE,,,,,,No Fishing
ZEBALLOS RIVER,,TRUE,,,Nov 1-Apr 30,No Fishing
Big Qualicum River,,,,,Aug 15-Oct 15,Reduced area of the  angling closure in the vicinity of the E&N trestle.
Gordon River,,,,,Nov 1-Apr 30,No Fishing
Heber River,,,,,Nov 1-Apr 30,No Fishing
Nahmint River ,,,,,Nov 1-Apr 30,No Fishing
Rogers Creek,,,,,Dec 1-Apr 30,No Fishing
